"ATKINS, RAY",EOGA,Alaska,AL01 - Fairbanks (FAI),1353357656,,No,,https://www.zabasearch.com/people/jennifer+bolton/,web
AVALANCHE ENTERPRISES LLC,1VLA,Alaska,AL03 - Anchorage  (ANC),6107338062,,No,,https://privatejetcardcomparisons.com/the-basics/part-135-charter-operators-and-private-jet-safety/,web
"AVIATION USA, LLC",1YFA,Alaska,AL03 - Anchorage  (ANC),,,No,,https://opencorporates.com/companies/us_de/3912839,web
"Adventure Airways, Inc",GFKA,Alaska,AL05 - Juneau (JNU),,,No,,https://www.nps.gov/locations/alaska/services-lake-clark.htm,web
"Air Cargo Solutions, Inc",8NIA,Alaska,AL05 - Juneau (JNU),,,No,,https://v-1x.com/operators/air-cargo-solutions-inc-ak,v-1x.com
"Air Excursions, LLC",YAXA,Alaska,AL05 - Juneau (JNU),(907) 789-3331,,No,,https://www.buzzfile.com/business/Air-Excursions-LLC-907-789-3331,web
"Airventures Alaska, Inc.",K92A,Alaska,AL03 - Anchorage  (ANC),,,No,,https://acejet.com/operators/airventures-alaska-inc/,web
"Alaska Skies Air Taxi, LLC",UB8C,Alaska,AL03 - Anchorage  (ANC),,,No,,https://acejet.com/operators/alaska-skies-air-taxi-llc/,web
"Alaska West Air, Inc",LCWC,Alaska,AL05 - Juneau (JNU),,,No,,https://www.jetandco.com/companies/alaska-west-air-inc/386,web
"Alaska Wilderness Outfitting Company, LLC",WU5C,Alaska,AL05 - Juneau (JNU),,,No,,https://v-1x.com/operators/alaska-wilderness-outfitting-company-llc-ak,v-1x.com
Alaskan Outback Aviation Inc,FWHC,Alaska,AL03 - Anchorage  (ANC),(907) 315-2022,,No,,https://www.allbiz.com/business/alaskan-outback-aviation-llc-907-315-2022,web
"Andrew Airways, Inc",D4NA,Alaska,AL05 - Juneau (JNU),(907) 487-2566,info@andrewairways.com,Yes,Sent 2026-05-16 | id:400350b7-cd92-41a8-8940-520319405437,https://www.andrewairways.com/,web
Angel Aviation Inc.,9FKA,Alaska,AL03 - Anchorage  (ANC),,,No,,,
"Arctic Air Alaska, Inc.",A2KA,Alaska,AL01 - Fairbanks (FAI),,,No,,,
"Arctic Air, Inc",K58C,Alaska,AL05 - Juneau (JNU),,,No,,https://www.flyarcticair.com/,web
"Arctic Alaska Helicopters, Inc.",P1JC,Alaska,AL05 - Juneau (JNU),,,No,,https://v-1x.com/operators/arctic-alaska-helicopters-inc-ak,v-1x.com
"Asher Air, LLC.",3KSC,Alaska,AL03 - Anchorage  (ANC),,,No,,https://v-1x.com/operators/asher-air-llc-ak,v-1x.com
"Aurora Aviation Services, Inc.",KS1A,Alaska,AL01 - Fairbanks (FAI),(907) 895-1850,,No,,https://www.chamberofcommerce.com/united-states/alaska/delta-junction/helicopter-charter/2003565608-aurora-aviation-services-inc,web
"Aviation Expeditions, LLC",XYXC,Alaska,AL01 - Fairbanks (FAI),(907) 355-7088,info@explorefairbanks.com,Yes,Sent 2026-05-16 | id:94c09843-a2d4-43c3-a73a-12c7026aa807,https://www.explorefairbanks.com/listing/aviation-expeditions-llc/17325/,web
BACKCOUNTRY AIR LLC,K3QA,Alaska,AL03 - Anchorage  (ANC),907-733-3742,,No,,https://www.flyalaska.com/directoryp.html,web
BAKER AIR LLC,E2KC,Alaska,AL03 - Anchorage  (ANC),,,No,,https://v-1x.com/operators/baker-air-llc-ak,v-1x.com
"BAL, INC.",W3LC,Alaska,AL03 - Anchorage  (ANC),(907) 495-6370,,No,,"https://www.buzzfile.com/business/Bal,-Inc.-907-495-6370",web
"BARBER, JACK B",JKGC,Alaska,AL03 - Anchorage  (ANC),,info@melbourneyarrarivercruises.com,Yes,Sent 2026-05-16 | id:b03c130e-0324-47ba-96f0-64f0a1d3978d,"https://www.auclassifieds.com.au/search/category,cruises-boat-charters/country,AU",web
"BAY AIR, INC",ZXSC,Alaska,AL03 - Anchorage  (ANC),,,No,,,
"BEAR MOUNTAIN  AIR, LLC",Q9LC,Alaska,AL03 - Anchorage  (ANC),,,No,,,
BIDZY TA HOT AANA CORP,BTHA,Alaska,AL03 - Anchorage  (ANC),,,No,,https://aircraft-data.com/registrants/bidzy-ta-hot-aana-corp,web
BIG RIVER VENTURES LLC,8G1C,Alaska,AL01 - Fairbanks (FAI),,,No,,,
BIRCHWOOD AIR TAXI LLC,BWAC,Alaska,AL03 - Anchorage  (ANC),,,No,,https://v-1x.com/operators/birchwood-air-taxi-llc-ak,v-1x.com
BIRCHWOOD AIRCRAFT SERVICES LLC,BVZC,Alaska,AL01 - Fairbanks (FAI),907-563-9147,,No,,"https://www.informationpages.com/Birchwood,AK/Accountants-Certified-Public/2/book",web
BRISTOL BAY AIR SERVICE INC,B9BC,Alaska,AL03 - Anchorage  (ANC),158.5128366,,No,,https://www.alaskahandbook.com/places/bristol-bay-air-service-inc/,web
BUSH AIR CARGO INC,Q0BC,Alaska,AL03 - Anchorage  (ANC),,,No,,,
BUSH HOPPERS LLC,2BPC,Alaska,AL03 - Anchorage  (ANC),,,No,,https://onespotter.com/aircraft/fid/713471/N8986N,web
BUSH WINGS AIR SERVICE INC,B9VC,Alaska,AL03 - Anchorage  (ANC),,,No,,,
"Bald Mountain Air Service, Inc",YQPA,Alaska,AL05 - Juneau (JNU),907-733-4808,fly@abovealaska.com,Yes,Sent 2026-05-16 | id:0bd79c70-e42c-400c-a155-fc73b75f818b,https://bucktrack.com/Alaska_Air_Taxis.html,web
"Baranautica Air Service, LLC",845A,Alaska,AL05 - Juneau (JNU),,,No,,,
"Beluga Air, LLC",EPQA,Alaska,AL05 - Juneau (JNU),907-235-8256,,No,,https://www.belugaair.com/air-charter/,web
"Bering Air, Inc.",FXTA,Alaska,AL01 - Fairbanks (FAI),(907) 443-5464,,No,,https://rocketreach.co/bering-air-inc-profile_b458a030fc5d4f39,web
"Beryl Air, LLC",5BYA,Alaska,AL05 - Juneau (JNU),,,No,,https://www.mapquest.com/us/alaska/beryl-air-llc-536440131,web
Bettles Air Service,IKDC,Alaska,AL01 - Fairbanks (FAI),(800) 354-2479,airex@ptialaska.net,Yes,Sent 2026-05-16 | id:0baffec3-4ba0-4ea8-8d3d-58421985490e,https://www.flyalaska.com/akfloats2.html,web
"Branch River Air Service, Inc",EQWA,Alaska,AL03 - Anchorage  (ANC),(800) 354-2479,airex@ptialaska.net,Yes,Sent 2026-05-16 | id:251f389b-6827-4060-9156-c0019c3cf7cf,https://www.flyalaska.com/akfloats2.html,web
"Braswell, Jerrold W.",J3XC,Alaska,AL03 - Anchorage  (ANC),,,No,,https://www.rand.org/content/dam/rand/pubs/rgs_dissertations/RGSD300/RGSD351/RAND_RGSD351.pdf,web
Brooks Flyers LLC.,X9ZC,Alaska,AL03 - Anchorage  (ANC),,,No,,https://v-1x.com/operators/brooks-flyers-llc-ak,v-1x.com
Bushwacker Air Service,1BUC,Alaska,AL01 - Fairbanks (FAI),,,No,,https://app.hellogoodwin.com/operators/1BUC,web
CLEARWATER AIR INC,LAMA,Alaska,AL03 - Anchorage  (ANC),(907) 274-1705,andrew.harcombe@clearwaterair.com,Yes,Sent 2026-05-16 | id:7fc9328f-fa45-4f18-83d5-37f8446d6ad1,https://www.allbiz.com/business/clearwater-air-inc_6F-907-274-1705,web
COPPER VALLEY AIR SERVICE LLC,EAXA,Alaska,AL03 - Anchorage  (ANC),,,No,,,
COUPCHIAK AVIATION INC,CVKC,Alaska,AL03 - Anchorage  (ANC),907-733-3742,,No,,https://www.flyalaska.com/directoryp.html,web
"Caliber Air, LLC",41BA,Alaska,AL03 - Anchorage  (ANC),1118370286,jamie.baldwin@jpbtransconsulting.com,Yes,Sent 2026-05-16 | id:ac421da7-f7ad-425a-a48f-74cdb41553ad,https://jpbtransconsulting.com/tag/dc-6b/,web
"Cambier, Troy L.",E1RC,Alaska,AL01 - Fairbanks (FAI),,,No,,,
"Chordline Aviation, LLC",5CDA,Alaska,AL05 - Juneau (JNU),,,No,,https://v-1x.com/operators/chordline-aviation-llc-ak,v-1x.com
"Coastal Air, LLC",5CLA,Alaska,AL03 - Anchorage  (ANC),907-733-3742,,No,,https://www.flyalaska.com/directoryp.html,web
"Coastal Helicopters, Inc",XCHA,Alaska,AL05 - Juneau (JNU),907-789-5600,operations@coastalhelicopters.com,Yes,Sent 2026-05-16 | id:1a8a90dc-29bb-41dc-8c0a-a91f2191684e,https://coastalhelicopters.com/contract-charter/,web
"Coastal Seaplanes Service, Inc.",M5KA,Alaska,AL05 - Juneau (JNU),757-206-2919,reservations@CoastalSeaplanes.com,Yes,Sent 2026-05-16 | id:6317bbd2-a624-4505-bdf2-aee98a9c2694,https://www.coastalseaplanes.com/,web
"Coldfoot Air, LLC",4GOC,Alaska,AL01 - Fairbanks (FAI),907-733-3742,,No,,https://www.flyalaska.com/directoryp.html,web
"Cook Inlet Aviation, LLC",6COA,Alaska,AL05 - Juneau (JNU),,,No,,https://v-1x.com/operators/cook-inlet-aviation-llc-ak,v-1x.com
"Copper River Air Taxi, LLC",L99A,Alaska,AL03 - Anchorage  (ANC),(907) 424-5371,,No,,https://www.chamberofcommerce.com/united-states/alaska/cordova/ambulance-service/43160672-copper-river-air-taxi-llc,web
"Cordova Air Service, Inc",ORDA,Alaska,AL05 - Juneau (JNU),,,No,,https://www.businessminority.com/cordova-air-service-inc/business-ak-13584/,web
Coyote Air LLC,CY6A,Alaska,AL01 - Fairbanks (FAI),,,No,,,
"Craig Air, Inc.",VDQC,Alaska,AL03 - Anchorage  (ANC),(907) 746-2578,,No,,https://www.allbiz.com/business/craig-air-inc_1V-907-746-2578,web
Crow Creek Air Service LLC,3CKA,Alaska,AL03 - Anchorage  (ANC),,,No,,,
"D Air, LLC",5DAA,Alaska,AL05 - Juneau (JNU),0195902009,,No,,https://www.nevada-register.com/920058-double-d-company-llc,web
"DARDEN, DONALD E",EQRC,Alaska,AL03 - Anchorage  (ANC),,,No,,https://v-1x.com/operators/darden-donald-e-ak,v-1x.com
DAVIDSON AVIATION LLC,3DDA,Alaska,AL03 - Anchorage  (ANC),,,No,,https://onespotter.com/aircraft/fid/457781/N2975C,web
DEHAAN AVIATION LLC,DHNC,Alaska,AL03 - Anchorage  (ANC),(907) 545-9233,fly@dehaanaviation.com,Yes,Sent 2026-05-16 | id:0582f448-efd8-4e9c-b7bf-a369d59b0fe8,https://www.dehaanaviation.com/contact-us,web
DENA'INA AIR TAXI LLC,J95A,Alaska,AL03 - Anchorage  (ANC),,,No,,https://v-1x.com/operators/dena-ina-air-taxi-llc-ak,v-1x.com
DENALI AIR INC,DLIA,Alaska,AL03 - Anchorage  (ANC),907-262-1717,visitus@thealaskadream.com,Yes,Sent 2026-05-16 | id:a3dd004a-1501-4c28-b144-817c41e24f10,http://www.thealaskadream.com/we-ll-help-plan-your-alaska-trip/by-land-air-or-sea/,web
DFS Alaska LLC.,D08C,Alaska,AL03 - Anchorage  (ANC),,,No,,https://acejet.com/operators/dfs-alaska-llc/,web
DIOAIR LLC,3D3C,Alaska,AL01 - Fairbanks (FAI),,,No,,,
"Deckload Aviation, LLC",8DOC,Alaska,AL05 - Juneau (JNU),907-512-0744,deckloadaviation@gmail.com,Yes,Sent 2026-05-16 | id:c06360ee-824b-4c0c-a383-c6ea8c0ac6ca,https://www.deckloadaviation.com/,web
"Denali Flying Service, LLC",LBJA,Alaska,AL05 - Juneau (JNU),,,No,,,
"Desert Air Transport, Inc.",D7TA,Alaska,AL03 - Anchorage  (ANC),907-733-3742,,No,,https://www.flyalaska.com/directoryp.html,web
EAGLE RIVER AIR LLC,3ERA,Alaska,AL03 - Anchorage  (ANC),251-867-9997,monroevilleaviation@yahoo.com,Yes,Sent 2026-05-16 | id:609d2db2-aed4-48b3-b776-880a6c128cdf,https://www.titanfuels.aero/locations/,web
EGLI AIR HAUL INC,HRPA,Alaska,AL03 - Anchorage  (ANC),,,No,,,
EIDER AIR SERVICE LLC,3EVC,Alaska,AL03 - Anchorage  (ANC),,,No,,,
"ELLIS, WENDELL KIRK",NA8C,Alaska,AL03 - Anchorage  (ANC),,,No,,https://www.aircraftone.com/aircraft/registrations/anchorage-ak-99501.asp,web
ELLISON AIR INC,ELXA,Alaska,AL03 - Anchorage  (ANC),907-243-1959,,No,,https://www.chamberofcommerce.com/business-directory/alaska/anchorage/tour-operator/2002321567-ellison-air-inc,web
"Earth Center Adventures, Inc",E4HA,Alaska,AL05 - Juneau (JNU),,,No,,https://acejet.com/operators/earth-center-adventures-inc/,web
"Eaton, Glen",EN0C,Alaska,AL05 - Juneau (JNU),,,No,,,
"Emerald Air Service, Inc",EY6C,Alaska,AL05 - Juneau (JNU),,,No,,,
FEJES GUIDE SERVICE LIMITED,F0JC,Alaska,AL03 - Anchorage  (ANC),,,No,,https://v-1x.com/operators/fejes-guide-service-limited-ak,v-1x.com
"FILKILL, DAVID B",YEOC,Alaska,AL03 - Anchorage  (ANC),(907) 495-6720,,No,,https://www.intelius.com/phone/1-907-495-6720/,web
FLIGHT SAFETY ALASKA INC.,BR8C,Alaska,AL03 - Anchorage  (ANC),(907) 274-9943,,No,,https://www.buzzfile.com/business/Land-and-Sea-Aviation-907-274-9943,web
FLY 4 YOU INC,3SVA,Alaska,AL03 - Anchorage  (ANC),(907) 248-2677,,No,,https://www.buzzfile.com/business/Security-Aviation-907-248-2677,web
FLY DENALI INC.,A3WC,Alaska,AL01 - Fairbanks (FAI),,,No,,,
FOX AIRCRAFT LLC,9FXA,Alaska,AL03 - Anchorage  (ANC),907-545-5771,reservations@foxairak.net,Yes,Sent 2026-05-16 | id:69164c32-3283-4b96-ade0-6959dfb49cee,https://foxairalaska.com/,web
FRESH WATER ADVENTURES INC,BPMC,Alaska,AL03 - Anchorage  (ANC),(800) 354-2479,airex@ptialaska.net,Yes,Sent 2026-05-16 | id:cfd4d045-5c2d-4d33-802c-9dc9534ecf1d,https://www.flyalaska.com/akfloats2.html,web
FULL CURL AVIATION LLC,3FCC,Alaska,AL03 - Anchorage  (ANC),(907) 373-0696,,No,,https://fullcurlaviation.weebly.com/contact-information.html,web
"Family Air Tours, LLC",F52C,Alaska,AL05 - Juneau (JNU),(907)247-1305,info@familyairtours.com,Yes,Sent 2026-05-16 | id:a84317da-6a8c-4d1d-b27b-107d37790f04,https://www.familyairtours.com/,web
"Flying Moose Alaska, LLC",FMKC,Alaska,AL01 - Fairbanks (FAI),,,No,,https://www.propublica.org/article/what-we-know-about-alaskas-recent-series-of-fatal-flight-collisions,web
"Freeman Carter Aviation, LLC",9F3C,Alaska,AL05 - Juneau (JNU),,,No,,,
GLACIER FLIGHT,WW1C,Alaska,AL03 - Anchorage  (ANC),907-253-3596,brad@highlineair.com,Yes,Sent 2026-05-16 | id:d92fb292-f8c8-4e1b-84ab-c07854bb0162,https://highlineair.com/flight-seeing-glacier-tours/,web
"GLASER, DONALD E",GQDC,Alaska,AL03 - Anchorage  (ANC),1094275869,,No,,https://www.zabasearch.com/people/larry+glazer/,web
GOD'S COUNTRY AVIATION LLC,3GYC,Alaska,AL03 - Anchorage  (ANC),907-545-7538,,No,,https://godscountryaviation.com/contact/,web
"GQ Aviation, Inc.",GQ9C,Alaska,AL03 - Anchorage  (ANC),(907) 694-4845,,No,,https://www.buzzfile.com/business/Arctic-Helicopter-Company-907-694-4845,web
GRANT AVIATION INC,ENHA,Alaska,AL03 - Anchorage  (ANC),,,No,,,
GRASSHOPPER AVIATION LLC,G7HA,Alaska,AL03 - Anchorage  (ANC),505 983 8604,,No,,https://galavante.com/reviews/sazon-santa-fe/,web
"GRETZKE, ROBERT C",WN6A,Alaska,AL03 - Anchorage  (ANC),,,No,,,
"Gary Air Services, LLC",5GTA,Alaska,AL05 - Juneau (JNU),,,No,,,
"Glenn Brother Investments, LLC",ENGC,Alaska,AL01 - Fairbanks (FAI),,,No,,https://www.bizapedia.com/ak/glenn-brother-investments-llc.html,web
"Golden Eagle Outfitters, Inc",G6UA,Alaska,AL01 - Fairbanks (FAI),,,No,,,
HAGELAND AVIATION SERVICES INC,EPUA,Alaska,AL03 - Anchorage  (ANC),,enquiries@aerossurance.com,Yes,Sent 2026-05-16 | id:e8a6a8ca-fec4-4ef7-ad8f-4bbd65bdc8b5,https://aerossurance.com/safety-management/operator-shortcomings-b1900-ak/,web
HAWK MOUNTAIN AIR LLC,T5HA,Alaska,AL03 - Anchorage  (ANC),,,No,,https://v-1x.com/operators/hawk-mountain-air-llc-ak,v-1x.com
HELI ALASKA INC,1EKA,Alaska,AL03 - Anchorage  (ANC),907 952-4354,,No,,https://helialaskainc.com/aerial-photography-and-videography/,web
"HELICOPTER AIR ALASKA, LLC",1TQC,Alaska,AL03 - Anchorage  (ANC),,jobs@jsfirm.com,Yes,Sent 2026-05-16 | id:36c5424d-5cb6-4d52-8d91-cdb47cc90fd0,https://www.jsfirm.com/job/Pilot-Rotary+Wing/Utility+Helicopter+Pilot+R44/R66/Girdwood-Alaska/jobID_1130195,web
HILINE AVIATION LLC,71HC,Alaska,AL03 - Anchorage  (ANC),,,No,,,
"Harris Aircraft Services, Inc",5WZA,Alaska,AL05 - Juneau (JNU),,,No,,,
"Hermens Helicopters, Inc.",H5HA,Alaska,AL03 - Anchorage  (ANC),,,No,,,
"High Adventure Air Charter, Guides, and Outfitters",ZKTC,Alaska,AL05 - Juneau (JNU),,,No,,,
"Homer Air, Inc",ENEA,Alaska,AL05 - Juneau (JNU),,,No,,,
Husky Air Services LLC,WK0C,Alaska,AL03 - Anchorage  (ANC),,,No,,,
ICE AGE LLC,4LOC,Alaska,AL03 - Anchorage  (ANC),,,No,,,
ICY STRAIT AVIATION LLC,3IIC,Alaska,AL03 - Anchorage  (ANC),,,No,,,
IDITAROD AIR LLC,3IAA,Alaska,AL03 - Anchorage  (ANC),,,No,,,
ILIAMNA AIR TAXI INC,EONA,Alaska,AL03 - Anchorage  (ANC),,,No,,,
Island Wings Air Service LLC,IW7A,Alaska,AL05 - Juneau (JNU),(907) 225-2444,,No,,https://www.buzzfile.com/business/Island-Wings-Air-Service-LLC-907-225-2444,web
J AND M ALASKA AIR TOURS INC,HVUA,Alaska,AL03 - Anchorage  (ANC),,,No,,https://aruljohn.com/airline-codes/,web
"JOHNSTON, THOMAS",S2TC,Alaska,AL03 - Anchorage  (ANC),1171279809,,No,,https://www.zabasearch.com/people/michael+johnson/,web
"JONES, ROBERT D JR",H4AC,Alaska,AL03 - Anchorage  (ANC),(205) 424-9775,,No,,https://ufind.name/Mike+Jones,web
JUNIPOGO LLC,3JPA,Alaska,AL03 - Anchorage  (ANC),7724355792,,No,,https://downloads.regulations.gov/DOT-OST-2020-0034-0001/attachment_1.pdf,web
K AIRCRAFT LEASING INC,3KCA,Alaska,AL03 - Anchorage  (ANC),(864) 916-9330,,No,,https://rocketreach.co/k-aircraft-leasing-inc-profile_b5e98b24f42e830e,web
K Bay Air LLC,K99A,Alaska,AL05 - Juneau (JNU),907-733-3742,,No,,https://www.flyalaska.com/directoryp.html,web
KANTISHNA AIR TAXI INC,XAKC,Alaska,AL01 - Fairbanks (FAI),907-276-5422,,No,,https://air-transportation.regionaldirectory.us/alaska.htm,web
"KATMAI AIR, LLC",ENFA,Alaska,AL03 - Anchorage  (ANC),907-733-3742,,No,,https://www.flyalaska.com/directoryp.html,web
KAVAN AIR LLC,3KVA,Alaska,AL03 - Anchorage  (ANC),(320) 522-0997,,No,,https://www.buzzfile.com/business/Kavan-Air-320-522-0997,web
"KELLER, MATTHEW CHARLES",B9HA,Alaska,AL03 - Anchorage  (ANC),,,No,,https://acejet.com/operators/keller-matthew-charles/,web
KING AIR INC,KQAC,Alaska,AL03 - Anchorage  (ANC),,,No,,https://www.jetandco.com/companies/king-air-inc/3068,web
"KIRST, FOREST",K70A,Alaska,AL01 - Fairbanks (FAI),,,No,,,
"Kachemak Air Service, LLC",BJHA,Alaska,AL05 - Juneau (JNU),,,No,,,
"Kalinin Aviation, LLC",P9KA,Alaska,AL05 - Juneau (JNU),,,No,,,
